ProductType, ValueType
ANNUITY,UNDERLYINGBUYPRICE,BUYPRICE,SELLPRICE,TERMREMAINING,TIMEFIRSTPURCHASE,ROLLUP,RATE,CASHFLOW,HOLDINGS,DEATHBENEFIT,ROLLUP,RATE
BANKACCOUNT,BUYPRICE,SELLPRICE,CASHFLOW,HOLDINGS,DEATHBENEFIT,OFFSETACCOUNT,CASHRATE,MARGIN
FIXEDALLOCATIONFUND,BUYPRICE,SELLPRICE,TOTALRETURN,CASHFLOW,HOLDINGS,DEATHBENEFIT
INCOME,BUYPRICE,SELLPRICE,CASHFLOW,HOLDINGS,DEATHBENEFIT
TRACKINGPRODUCT,BUYPRICE,SELLPRICE,CASHFLOW,HOLDINGS,DEATHBENEFIT
TRACKCONTRIBUTION,BUYPRICE,SELLPRICE,CASHFLOW,HOLDINGS,DEATHBENEFIT
LIABILITY,BUYPRICE,SELLPRICE,CASHFLOW,HOLDINGS,DEATHBENEFIT
GMAB,BUYPRICE,SELLPRICE,CASHFLOW,UNDERLYINGBUYPRICE,UNDERLYINGSELLPRICE,GUARANTEESELLPRICE,TIMEFIRSTPURCHASE,VESTABLEPERCENTAGE,HOLDINGS,DEATHBENEFIT
GMWB,BUYPRICE,SELLPRICE,CASHFLOW,UNDERLYINGBUYPRICE,UNDERLYINGSELLPRICE,GUARANTEECASHFLOW,TIMEFIRSTPURCHASE,HOLDINGS,DEATHBENEFIT
LOAN,BUYPRICE,SELLPRICE,CASHFLOW,TIMEFIRSTPURCHASE,INTEREST,PAYMENTSREMAINING,SCHEDULEDREPAYMENT,REMAININGREPAYMENT,TERMREMAINING,INTERESTCOMPONENT,CASHRATE,LOGRATE,HOLDINGS,DEATHBENEFIT,OFFSETBALANCE,OFFSETINTEREST
VARIABLEALLOCATIONFUND,BUYPRICE,SELLPRICE,TOTALRETURN,CASHFLOW,HOLDINGS,DEATHBENEFIT
OPTION,BUYPRICE,SELLPRICE,CASHFLOW,HOLDINGS,DOLLARSTRIKE,TERMREMAINING,RELATIVESTRIKE,DEATHBENEFIT
TERMDEPOSIT,BUYPRICE,SELLPRICE,CASHFLOW,HOLDINGS,DEATHBENEFIT,RATE
GROUPANNUITY,BUYPRICE,SELLPRICE,CASHFLOW,HOLDINGS,DEATHBENEFIT, TOTALRETURN, RATE,VALUE,TERMREMAINING,POOLDOLLARVALUE, PURCHASEPRICE, PURCHASEAMOUNT,POOLLIABILITYVALUE, POOLCAPITALLIABILITY, POOLINCOMELIABILITY,POOLSCALINGFACTOR,POOLACTUALSURVIVORS, POOLACTUALDEATHS,POOLACTUALLAPSES, POOLEXPECTEDSURVIVORS, POOLEXPECTEDDEATHS, POOLEXPECTEDLAPSES
GROUPSELFANNUITY,BUYPRICE,SELLPRICE,CASHFLOW,HOLDINGS,DEATHBENEFIT, TOTALRETURN, RATE,VALUE,TERMREMAINING,POOLDOLLARVALUE, PURCHASEPRICE, PURCHASEAMOUNT,POOLLIABILITYVALUE, POOLCAPITALLIABILITY, POOLINCOMELIABILITY,POOLSCALINGFACTOR,POOLACTUALSURVIVORS, POOLACTUALDEATHS,POOLACTUALLAPSES, POOLEXPECTEDSURVIVORS, POOLEXPECTEDDEATHS, POOLEXPECTEDLAPSES
CPPI,BUYPRICE,SELLPRICE,CASHFLOW,TOTALRETURN,HOLDINGS,DEATHBENEFIT,PVCASHFLOWS,CASHFLOWSCALING,PVFLOOR,RISKYPROPORTION,BONDPROPORTION,RISKYPRICE,PVCASHFLOWS,RISKYRETURN,BONDRETURN
ANNUALHISTORY,BUYPRICE, SELLPRICE, CASHFLOW, HOLDINGS, DEATHBENEFIT, NOTIONAL, SECOND, THIRD
INSURANCE,BUYPRICE,SELLPRICE,CASHFLOW,HOLDINGS,DEATHBENEFIT, DISABILITYBENEFIT, SICKNESSBENEFIT, CRITICALILLNESSBENEFIT, UNEMPLOYMENTBENEFIT, INSURANCEPREMIUM
EQUITY,ROLLUP,TOTALRETURN,CAPITALRETURN,INCOMERETURN,LOGRETURN
CHILDEQUITY,ROLLUP,TOTALRETURN,CAPITALRETURN,INCOMERETURN,LOGRETURN
CONSTANTVOLATILITY,MEANRETURN,VOLATILITYA
STOCHASTICVOLATILITY,MEANRETURN,VOLATILITYA,VARIANCE
REGIMESWITCHVOLATILITY,MEANRETURN,VOLATILITYA,REGIME
INFLATION,ROLLUP,RATE,LOGRATE
ORNSTEINUHLENBECK,ROLLUP,RATE,LOGRATE
EQUITYMEANREVERTINGPRICELEVELS,ROLLUP,TOTALRETURN,CAPITALRETURN,INCOMERETURN,TARGETROLLUP
EQUITYMEANREVERTINGRISKPREMIUM,ROLLUP,TOTALRETURN,CAPITALRETURN,INCOMERETURN,TARGETROLLUP,RISKPREMIUM
ONEFACTORVASICEK,CASHROLLUP,LOGRATE, CASHRATE
TWOFACTORHULLWHITE,CASHROLLUP,LOGRATE, CASHRATE
IMPLIEDVOLATILITY,MEANRETURN, VOLATILITYA,	VOLATILITYSHORT,VOLATILITYLONG,VARIANCESHORT,VARIANCELONG,DRIFTSHORT,DRIFTLONG
DETERMINISTICEQUITY,ROLLUP,TOTALRETURN,CAPITALRETURN,INCOMERETURN,LOGRETURN
INCOMEYIELD,ROLLUP,TOTALRETURN,CAPITALRETURN,INCOMERETURN,LOGRETURN
